task_type,input_text,aux_text,label
TONE_FORMALITY,"Long a presence in Florida Republican circles, Mel Sembler was tapped as ambassador to Australia in 1989.",,0.8695652173913043
STS,China yuan weakens to 6.1535 against USD,China yuan strengthens to new high against USD,0.4
STS,A person on a snowmobile.,A person on a snowmobile in mid jump.,0.7200000000000001
TONE_FORMALITY,"Under questioning, Fitzgerald expressed concern about continued Chinese investment in Guinea following the September 28 violence, saying the fact Beijing supports the military government and accepts it as legitimate is ""very difficult.""",,0.7304347826086957
PAWS,"It flows eastward from a source in Dundy County , Nebraska to just north of Hagler in Yuma County , Colorado .","It flows east from a source in Dundy County , Nebraska , to north of Hagler in Yuma County , Colorado .",1.0
TONE_FORMALITY,CoffeeCup is drag - and-drop and comes with built - in FTP uploading.,,0.4782608695652174
STS,A man is karate kicking at another man wearing protective boxing gloves.,A man is kick boxing with a trainer.,0.5
TONE_POLARITY,"Nice design and all, but it dont do the job, I have had better shavers for lot's less money.",,0.0
TONE_FORMALITY,"It's unclear what will become of the work Ford promised that would create or preserve 6,000 UAW jobs, said one of the people.",,0.5565217391304348
TONE_FORMALITY,Tell her to use soap and water to wash it off.,,0.31304347826086953
PAWS,"In 1975 , the then Eleri Morgan married Alan Rees .","In 1975 , the then married Eleri Morgan Alan Rees .",0.0
TONE_POLARITY,"Listening to this music is like riding a carousel; its great fun, but in the end you're back where you started and then it all starts over again.I mean I loved Genesis and the art rock scene when I first heard their tunes in the middle of the 70:s. But this , whats the point? It's flawless in it's execution but its like those popular Fantasy Books that never ends you like reading them in the beginning but in book 15 of 37 you start becoming a bit bored of the swords and sorcery and the same goes for the guitar solos and synthesizer soundwalls and the quasi poetry.I'm from sweden and I'm rather proud of what our little country creates in form of popular music, but this is just to much!Sorry boys Steve hacket did this 25 years ago, and better at that without digital guitar processors I'm sorry to say.Per-ke",,0.0
STS,A man is playing keyboard.,A person is playing a piano.,0.44000000000000006
TONE_POLARITY,"I thought this would be a nice cookbook to have since I am new to cast iron cooking. I found I really have not used it though.I seem to just make things on my own, but there are a couple recipes I'd like to try sometime.",,1.0
STS,A small dog looking up at the camera while standing on grass.,A man and women smiling at the camera while standing in a kitchen.,0.16000000000000003
STS,Air Force Instructor Faces Sentencing for Rape,Women testify at Air Force instructor's sentencing,0.36000000000000004
TONE_POLARITY,"I can get a nice workout from this dvd and have a good burn the next day. Very easy to follow the main and modified workouts. I wish it had an arm segment to complete it, though. I tend not to grab it as much as other exercise dvds that include arms.",,1.0
PAWS,"To explicitly use `` F '' , see the equation for its derivative from the above table .","To use `` F '' explicitly , find the equation for its derivative from the table above ,",1.0
TONE_FORMALITY,"On the eve of the conference, the NDP's secretary-general said that choosing a successor to the president was not on the agenda.",,0.6956521739130435
TONE_FORMALITY,Fill us in and maybe someone can help.,,0.41739130434782606
TONE_POLARITY,Whoever says Dallas' vocals/lyrics suck on this CD should stop listening to music. Everything about this CD rocks. Get it now if you can afford it.,,1.0
STS,The man drove his little red car around the traffic.,The dog ran in the water at the beach.,0.0
TONE_FORMALITY,I know the cost.of talking to love ones 6 months in Saudi,,0.34782608695652173
STS,A person is slicing onions.,A person is peeling an onion.,0.52
TONE_FORMALITY,Friends are the ones that would give the world to you.,,0.6608695652173913
TONE_FORMALITY,i saw them at babys r us.,,0.13913043478260867
TONE_FORMALITY,This ensures that a student's mathematically expected gain from random guessing is zero.,,0.8695652173913043
TONE_POLARITY,"My wife purchased this for me as a Christmas present. It started displaying pixels on the screen after about 2 months. I've called Digital Spectrum, sent faxes and emailed them. This has been going on for nearly a month. A real waste of money & my time!",,0.0
PAWS,"Some poets belonging to this period are Kurup , Punaloor Balan and Puthussery Ramachandran , Thirunalloor Karunakaran , P. Bhaskaran , Vayalar Ramavarma .","Some poets belonging to this period are O N V Kurup , Punaloor Balan and Puthussery Ramachandran . Thirunalloor Karunakaran , P. Bhaskaran , Vayalar Ramavarma .",1.0
TONE_POLARITY,"That's about all I have to say about this piece of garbage. Oh, one more thing: Chris Tucker is awful; he is so lucky that the Rush Hour movies exist, since he does nothing else.",,0.0
STS,A man is running across a high wire.,A man is running on rope.,0.6000000000000001
PAWS,Ferguson has two sisters ( one older and one younger ) and one big brother .,Ferguson has two sisters ( one older and one younger ) and one younger brother .,0.0
STS,brazilian police surrounding slums north of rio de janeiro to rid them of violent drug traffickers. ,the police officers surrounded the slums north of rio de janeiro to rid them of violent drug traffickers and seize weapons and drugs.,0.76
TONE_POLARITY,"Any collection of Robert W Chambers's ""King in Yellow"" stories is a rare and welcome gift, and the best of those stories--""The Yellow Sign,"" ""The Repairer of Reputations,"" and ""In the Court of the Dragon""--are included in this volume. Curiously, however, others are omitted in favor of tales that, though quite good, simply don't seem to be part of the KIY cycle. The missing stories, in this reviewer's opinion, are as follows: ""The Prophet's Paradise,"" ""The Street of the Four Winds,"" ""The Street of the First Shell,"" ""The Street of Our Lady of the Fields,"" and ""Rue Barree."" Had the current volume included these tales, I would have given it the highest possible marks. Still, it is an excellent collection that I highly recommend to anyone interested in the work of the inestimable and terribly underrated Robert W. Chambers.",,1.0
TONE_FORMALITY,"Schroedinger works 41-hour weeks and averages a sack a year restoring documents on the Stasi's surveillance of the army, media, railway and church.",,0.6260869565217391
TONE_POLARITY,"Not a good book. This guy has some strange ideas about what Kabbalah is. Although he's clearly Jewish, he seems to be strongly influenced by some form of Christian tradition. Either way, it made me feel a bit sick because of the way he was writing and I had to put the book down after a couple of chapters. Great title though - that made me buy it, and I'm glad I did to at least see what it was about. I'll get back to reading the rest of it at some point..",,0.0
TONE_POLARITY,I ordered this coffee pot based on the Krup's name and as a repeat buyer. Either they have gotten very bad at making them or Amazon got a batch of lemons! The first one the water indicator had so many air bubbles in it you could not tell how much water you put in it. I went on-line and exchanged it. The 2nd one had the same problem plus the auto shut off appeared to have shut the pot off 2 hours after brew but it really doesn't! Extreme Fire Hazard!I'm not going to blame Amazon for this one as they have never been a problem but Do not buy this!,,0.0
TONE_FORMALITY,"One river in Laguna overflowed, flooding most of lakeside Santa Cruz town and sending residents clambering onto roofs, said Mayor Ariel Magcalas.",,0.8
TONE_FORMALITY,The U.S. has lost a total of 7.2 million jobs since the recession began in December 2007.,,0.7304347826086957
TONE_POLARITY,"George Romero's name goes a long way with undead/zombie fans.This movie is not part of the other films, but it is a step out of time, but it still has biting social commentary (pardon the pun.) The acting is not great, but it's a fun story, if your style of fun is watching zombies killing everybody they can.",,1.0
TONE_FORMALITY,"But Allocco, who is embroiled in a breach-of-contract lawsuit with Jackson's estate, has an intriguing idea that could ensure the ""This Is It"" slogan is firmly relegated to the rearview mirror, turn it into ""This Is Now!""",,0.8
TONE_POLARITY,"I actually preferred the slower tracks on this one... and fell pretty hard for them too. The heavier tracks are there but the softer the better on this one. Scott's vocals, Robert and Eric's jazz-lounge rhythms alongside Dean's talents sound absolutely superb in laid back fashion. Undeniably deep songs.",,1.0
TONE_POLARITY,"I bought this for my classroom and within a month it stopped working. To be honest with you, you can find a much cheaper sharpener for the same quality.",,0.0
TONE_FORMALITY,"Wu presided over the 11th meeting of the Standing Committee of the 11th National People's Congress (NPC), the top legislature.",,0.8
STS,Search ends for missing asylum-seekers,Search narrowed for missing man,0.27999999999999997
STS,Golf: Westwood takes lead in Dubai Desert Classic,Westwood in front a Dubai Desert Classic,0.8
TONE_FORMALITY,"Two at-large seats are wide open to newcomers: Ron Green, forced out by term limits, is running for controller; Peter Brown is leaving to run for mayor.",,0.41739130434782606
PAWS,They played in the 2015 China Amateur Football League won the 3rd place and finished promotion to 2016 China League Two .,They played in the 2015 China Amateur Football League finished 3rd and won the ascent to the China League Two 2016 .,0.0
STS,Animals are playing in water.,Two men are playing ping pong.,0.0
PAWS,"A post office called Maple Park was first established in 1837 , and the post office was renamed in Lodi in 1880 .","A post office called Lodi was established first in 1837 , and the post office was renamed Maple Park in 1880 .",0.0
STS,Nadal tumbles into French Open final,Nadal through to seventh French Open final,0.8
STS,A federal magistrate in Fort Lauderdale ordered him held without bail.,"Zuccarini was ordered held without bail Wednesday by a federal judge in Fort Lauderdale, Fla.",0.6000000000000001
TONE_FORMALITY,"any antihistamine at the drug store should help, you might start with benadryl",,0.591304347826087
TONE_POLARITY,There's only one Nickleback nu-Skynyrd.....stop trying to sound like them.Old Skynyrd was better obviously but even that was nothing groundbreaking.,,0.0
PAWS,Music was composed by Vedha and the lyrics were written by Kannadasan .,Music was written by Vedha and lyrics were composed by Kannadasan .,0.0
PAWS,"In 1867 , he was elected to the Canadian House of Commons for the Ontario riding of Norfolk North .",In 1867 he was elected to the Canadian House of Commons for Ontario Riding of Norfolk North .,1.0
TONE_POLARITY,"I enjoyed reading the descriptions of Milwaukee flavored by a bit of history. I especially appreciated the dining spots of Milwaukee. It brought back many memories. Since I am an old Nancy Drew fan, I felt Beth was Nancy as a mature detective.",,0.0
PAWS,"He associated noted film personalities of Murali Mohan , Madala Ranga Rao , Chiranjeevi , Dasari Narayana Rao , R .","He associated well-known film personalities of Dasari Narayana Rao , Madala Ranga Rao , Chiranjeevi , Murali Mohan , R .",1.0
TONE_POLARITY,"There is a review by a Mr. C. D. ""Cidney"" (new york) with the header ""Amazon has lost my business,"" on September 6, 2004, claiming that ""amazon has changed its review policy for one book"". However, the reviewer has failed to note that amazon has actually *relaxed* its policy of ad hominem attacks, such as the reviewer's own. The reviewer has not realized that amazon.com has magnanimously permitted reviews such as his that are anti-amazon.Goes to show how desperate Republicans are to spread lies!",,0.0
TONE_FORMALITY,I thought it was GREAT!,,0.057971014492173956
PAWS,"The spokesman first was James David Edgar , and later Thomas Bain .","The Speaker was first Thomas Bain , and later James David Edgar .",0.0
TONE_FORMALITY,Then you start adding dominoes based on the one played.,,0.45217391304347826
TONE_POLARITY,"This is a great book for the seasoned artist as well as the beginning collector. The photography is great and the text is very readable. It's a pleasure to carry with and read while traveling, as well as to study the photographs for ideas. I enjoyed reading about the artists, especially the ones I already knew; and learning about the ones I was'nt familar with. The photography was a pleasure, as well as the the text. I would recommend this book to anyone intested in teddy bears and artists!",,1.0
STS,A boy plays violin on stage.,A boy is onstage playing the violin.,0.8500000000000001
TONE_POLARITY,"These are a great price for the purposes I need - just to silence the speakers during other family members sleep time or when they are watching TV.Comfortable to wear, lighweight, easy on the ears, descent sound, long cords.No negatives so far.",,1.0
TONE_FORMALITY,They have rough and dirty animal sex.,,0.208695652173913
TONE_POLARITY,This is the best cmputer game ever! Have romantic times with your sims and shopy times with them in the new world!,,1.0
TONE_POLARITY,"The Washington Post reported that eight-six years after this scam first surfaced, a judge in Nov. 2006 in Iowa put the kibosh on the ""See Clearly Method,"" promoted in national ads claiming it could save consumers from having to wear eyeglasses or contact lenses. The court ordered Vision Improvement Technologies Inc. to stop all sales of ""natural vision improvement kits"" sold as the ""See Clearly Method"" as of Nov. 1, and to cease business altogether by Dec. 22. The Fairfield, Iowa, company, which shipped as many as 10,000 kits a month, at a cost to consumers of $350 a piece, was also required to pay $200,000 in restitution.",,0.0
TONE_FORMALITY,Is that where I lost the wig....,,0.17391304347826086
TONE_FORMALITY,Sesshomaru Wields Tokijin 46.,,0.5217391304347826
PAWS,"The tournament was re-organized in San Francisco in 2006 , where it was resumed for two years .","The tournament was resumed in San Francisco in 2006 , where it was organized for two years .",0.0
TONE_POLARITY,"I loved this book!It was written as a real 13 year old would write!I mean, it sounded like it could be my diary!I never got bored reading this book, and I read it at least 6 times!",,1.0
PAWS,"Ogbemudia was appointed Military administrator of Mid-West state in September , 1967 following the liberation of state from the secessionist Biafran forces .","In September 1967 , following the liberation of the state from the secessionist Biafran forces , Ogbemudia was appointed military administrator of the mid-western state .",1.0
STS,A man is dancing.,A rat is running.,0.0
TONE_FORMALITY,"But they do consider what their players will be looking forward to doing, and want to reward them when they pull it off.",,0.4869565217391304
PAWS,"The Oklahoma authorities offer her to extradite her to Florida , but she insists on staying in Florida to fight against arson .","The Florida authorities offer to extradite her to Oklahoma , but she insists on staying in Florida to fight the arson charges .",0.0
PAWS,"Later , St. George 's Homes in Kodaikanal had the same purpose as the Kalimpong Homes , but were influenced and modeled by Graham 's work in Kalimpong .","St. George 's Homes in Kalimpong constructed later had the same purpose as that of Kodaikanal homes , but influenced and modeled by Graham 's work in Kalimpong .",0.0
STS,The man played his guitar.,A man is playing a guitar.,0.75
TONE_POLARITY,At last a children's book that doesn't raise your blood sugar! Great illustrations and a memorable way to present the counting concept. I wish there were more books like this and the companion Mouse Paint.,,1.0
TONE_FORMALITY,"Late October polls show Corzine and Christie polling neck-and-neck, while Independent candidate Chris Daggett continues to make gains, primarily peeling support away from the Republican challenger.",,0.6956521739130435
TONE_FORMALITY,But Singer actually knows a thing or two about being green going into it.,,0.3826086956521739
TONE_POLARITY,"I'm sure your games not that bad, but I will never know for sure; never installing a game with DRM. Sorry.Delete my comment, and I'll never purchase again from Amazon. Yes, we're gamers, and we're spiteful when we feel disrespected.",,0.0
PAWS,The principal land use in Coorong National Park is conservation with the majority of the land being occupied by the Coorong and the Mud Islands Game Reserve .,"The main land use in the Coorong National Park is conservation , with the majority of the country occupied by Coorong and the Mud Islands Game Reserve .",1.0
TONE_FORMALITY,She can go to the court and check.,,0.591304347826087
TONE_POLARITY,"If you love the Muppets you will love The Muppet Christmas Carol! This is one of the best versions of The Christmas Carol because it pretty much stays true to the original storyline, but it will not bore you out of you mind. This is a film for young and old. Great music, great humor, great characters, Great Muppetry!!! This is my families all-time favorite Christmas movies.",,1.0
TONE_POLARITY,"I have three children, so I thought purchasing the extra monitor plus the extra camera would be a great idea.....not so, the first monitor works great solo. However, when I added the new monitor static was overwhelming. We placed this in many different locations in the room and still no luck. I tried just using the new monitor with the extra camera and the new monitor worked great....solo. When you add this additional camera get ready for massive static. I will be returning this item. Hope this helps.",,0.0
TONE_POLARITY,"I've never read any of Brian Moore's work previously and honestly plan not to read him again. This book left me hanging in suspense and unsatisfied eventually. The ending was a huge disappointment, Marie's dilemma extremely repetitive and qutie honestly I just didn't get it. Perhaps not being a Catholic made this novel a muddled mass of seemingly unrelated incidents to me. I did not understand the accident and near-death of Marie's husband in relationship to her visions. It left me cold and wanting to return to what I consider better works.",,0.0
TONE_POLARITY,"If your an insomniac in need of sleep, this movie is for you. You'll sleep better than you ever have during this movie. I share the same opinion of this movie as Julia Louis-Dreyfus' character Elaine Benes in Seinfeld.""Seinfeld: The English Patient"" (1997)[Elaine and Peterman are watching ""The English Patient"". Elaine is about to freak out of boredom]Elaine Benes: [quietly] No. I can't do this any more. I can't. It's too long.Elaine Benes: [yells] Quit telling your stupid story about the stupid desert, and just die already! DIE!J. Peterman: [surprised] Elaine, you don't like the movie?Elaine Benes: [shouts] I hate it![the audience shushes Elaine]Elaine Benes: [shouts back] Oh, go to hell!",,0.0
TONE_POLARITY,"This scroll saw is a Bentley. By comparison, the other scroll saws on the market are Yugos, unless you want to fork over an outrageous sum of cash.",,1.0
STS,A woman is stirring rice in a pot.,Someone is putting rice in a pan.,0.5538000000000001
TONE_POLARITY,"I am just beginning to learn programming. This book starts out well with easy tutorials that you work through, and then gives exercises at the end of each tutorial. The only problem is that there are no answers to the exercises, so if you get stuck or just want to check your solutions, you are SOL. So, if you are a beginner like me, the book is worthless.",,0.0
TONE_POLARITY,"This product simply does not work. I can transfer about 6 gigs of data and then I get a drive error (EVERY TIME). Reformatting does not correct the problems. And you can forget about help from customer service from Centon. After checking the internet reviews elsewhere, this appears to be the norm for this product. I am greatly disappointed.",,0.0
PAWS,The combination of blepharospasmodic contractions and cranial dystonia is called oromandibular dystonia or Meige 's syndrome .,The combination of blepharospasmodic contractions and oromandibular dystonia is called cranial dystonia or meige - syndrome .,0.0
PAWS,"All was born in Ashland , Kentucky , and attended the High School in Oldtown , where he played football at West Virginia University from 1932 to 1934 .","Allen was born in Oldtown , Kentucky , visited the High School in Ashland and played at West Virginia University from 1932 to 1934 .",0.0
STS,A black and white cow standing in a grassy field.,A blue jay standing in a grassy field.,0.12
PAWS,Alton is located on the Mississippi River above the estuary of the Missouri River .,Alton is located on the Missouri River above the mouth of the Mississippi .,0.0
TONE_FORMALITY,GORDON BROWN is planning a final public spending spree to help pull the economy out of recession and put pressure on the Conservatives over their plans for deep cuts.,,0.8
PAWS,"The couple had their first child , Nicol , in August 2012 , and their second son Schalk Jr. was born in March 2014 .","In August 2012 , the couple had their first child , Shalk Jr . In March 2014 , their second son Nicol was born .",0.0
TONE_POLARITY,"I'm very happy with this. it makes a nice cup of esspresso. It definitly has its tricks to get a good cup, mostly involving timing the heating cycles, but after just a couple tries you'll get it. definitly need to pre-warm the thing and even then not incredibly hot. the steam wand works fine. Didn't work well with PODs, stick to the regular grounds. Oh yeah, and the stainless steel houseing looks great! Great value for the price.",,1.0
PAWS,"PLEO delegates usually consist of members of the Democratic National Committee , Democratic members of Congress , Democratic Governors , and former Democratic Party leaders .","The PLEO delegates typically consist of members of the Democratic National Committee , democratic members of Congress , democratic governors , and former party leaders .",1.0
TONE_FORMALITY,"There may only be three homescreen panes - another thing we're unimpressed by, when HTC Sense offer you seven, plus fancy widgets to fill them with - but there's some sluggishness in panning between them occasionally.",,0.41739130434782606
TONE_POLARITY,"Good game, but can be a little difficult when you get to the higher levels (as can be expected)",,1.0
TONE_POLARITY,"I never use this ""Speed Loader"" because I find it speedier to load by hand. Probably good in a gun fight but for the range, I will use my hands.",,0.0
TONE_POLARITY,"I bought this juicer because it seemed like it had a lot of really good features at a good price, but it turns out that this is nothing like it is promised to be. They promise it will be whisper quiet, but it actually makes quite a bit of noise. It's actually NOT dishwasher safe, a fact I learned after taking it out of the dishwasher and discovering that it was now stained and had rough, peeling edges. The chute is only big enough to feed a whole apple into if that apple is the smallest one ever grown, and the juice spout is so low that you have to use shallow bowls to collect the juice. The kicker is that the plastic screw is extremely flimsy and broke within about a dozen uses. I'm in the market for another juicer, but I won't be getting another Jack LaLanne. This time I'll invest in something like a Breville that will actually WORK and KEEP WORKING.",,0.0
PAWS,Mornington House was the Georgian season of Dublin 's social residence at the Earls of Mornington .,Mornington House was the Dublin social season Georgian residence of the Earls of Mornington .,0.0
TONE_POLARITY,I purchased these for my aunt who was recently released from a rehabilitation center after back surgery and from what I understand they are working great...........I did not use them personally.,,1.0
TONE_FORMALITY,oh yes very snappy.,,0.06956521739130433
TONE_FORMALITY,It comes as the Financial Services Authority takes over regulation of the way banks treat their customers.,,0.591304347826087
PAWS,"Leonard and Madonna had added instrumental phrases in the chorus , over the trumpets of the second verse and also in the added Spanish break in the middle .","Leonard and Madonna had added Spanish phrases in the refrain , about the trumpets of the second verse and also in the added instrumental break in the middle .",0.0
STS,Hong Kong stocks close down 0.28%,Hong Kong stocks open 0.62 pct higher,0.32000000000000006
PAWS,He graduated in 1976 from Kansas Newman College and from the Washburn Law School in 1979 .,He graduated from Washburn Law School in 1976 and in 1979 from Kansas Newman College .,0.0
TONE_POLARITY,"I found this film a bit repulsive and not really that informative of the 'Son of Sam' murders. I generally really like Spike Lee films but this was not one of his best. If you really want to understand the times and the topic, read ""The Bronx is Burning: 1977, Baseball, Politics and the Battle for the Soul of a City"" by Jonathen Mahler. You can't do better than that.",,0.0
STS,Two robots kiss.,Two robots are kissing.,1.0
TONE_FORMALITY,* To be or not to be?,,0.4869565217391304
TONE_FORMALITY,You're less than half of that.,,0.34782608695652173
TONE_POLARITY,I own three car seats and this one is the most difficult to operate: the handle release is very difficult to operate (on a scale of 1 to 10 it is a 10) and the straps are too short (can you hear the screaming and uncomfortable baby right now?). I give it two stars because my child will never be harmed in it. How could he since I'll never use it.,,0.0
TONE_FORMALITY,We need to get a hold of this issue and make it happen.,,0.5565217391304348
STS,The man is sitting with a little girl in the park.,The man is playing with the shaggy little dog.,0.12
STS,The committee was appointed by Defense Secretary Donald Rumsfeld under orders from Congress.,The public hearing is the second for the panel created by Defense Secretary Donald Rumsfeld under pressure from Congress.,0.52
PAWS,Another release in 2008 directly compared the sequences of a second isolate of BiMoV from Florida with the sequence of SCSV from Taiwan .,Another publication in 2008 directly compared the sequences of a second isolate of BiMoV from Florida to the sequence of SCSV from Taiwan .,1.0
STS,U.N. observer patrol arrives at Syria massacre site,UN observers reach Syria massacre village,0.8800000000000001
STS,The people had awakened.,Because the people had awakened.,0.8400000000000001
TONE_POLARITY,"If you consider 10-day, 20-day and 40-day Donchian channel breakouts as 3 ""different"" systems, then yes, this book offers ~80 ""different"" systems. What peeved me was the fact that there were only 30 or so unique systems in the book. The other 50 were variations on the same theme. Half the book deals with various sorts of funky moving averages... not interesting, and not very useful. Also, the readability is extremely poor. It's a good buy at $15, but definitely not worth $50.",,0.0
PAWS,"The district of Indore consists of 4 divisions : Depalpur , Sanwer , Indore and Mhow .","District Mhow consists of four divisions : Depalpur , Sanwer , Indore and Indore .",0.0
TONE_POLARITY,"Love in the Fast Lane is a thrilling read. It was on the edge of the seat exciting. Maggie and Scott are memorable characters that really make this story incredible. They sizzle with chemistry the instant their eyes make contact. With fast, moving crisp, witty, dialogue that keeps the story sizzling, Jenna McKnight spins a tale that practically takes the breath away. I love the additional characters of Speed and Grammy and how Scott had to be the go-between. The well-written tale skyrockets and keeps this page-turner entertaining until the end. This reader highly recommends Love in the Fast Lane; an extraordinary story that I loved immensely, and one that I will always treasure!CherokeeReviewer for Coffee Time RomanceReviewer for Karen Find Out About New Books",,1.0
TONE_POLARITY,"Penetrates nowhere near the root of the Holocaust: namely, the philosophical ideas that led to it.The ""certain ideas"" that led Germany inevitably to Auschwitz are not addressed anywhere in this moronic volume, whose author in fact subscribes to every last one of them. Those ideas were, and are, nothing more than variations of the fundamental atheistic creed that human beings answer to no moral authority higher than their own ""nature."" The Founding Father of the Third Reich was the totalitarian Aristotle, who was worshipped by Rand and her sycophantic followers.The controversial aspect is how these ideas are being accepted right now, in America today.Warning: this creed has many guilty friends on the left and on the right, as can be seen in the truly bizarre responses below. But they don't have a leg to stand on (as can also be seen)!",,0.0
TONE_FORMALITY,The median estimate of 10 economists surveyed by Bloomberg News was for an 11.8 percent decrease.,,0.4869565217391304
TONE_FORMALITY,Have you had any grief counseling?,,0.5565217391304348
TONE_POLARITY,"I recommend David O.Brink, _Moral Realism and the Foundations of Ethics_ (Cambridge UP, 1989). In my judgment it is the best defense of moral realism. Although it does not deal with religion directly it argues for an objective naturalistic ethics--just what theists say that atheists cannot have.Michael Martin",,1.0
TONE_FORMALITY,"In 1799, he suddenly became very ill and died.",,0.5217391304347826
TONE_FORMALITY,Read,,0.06956521739130433
TONE_POLARITY,"Just because a hulking monster with writhing tentacles out of it mouth appears for 3 seconds you can't call this Lovecraft. This is an awful movie. It tries to be psychological by constantly bombarding the view with shaky images of bloody stuff. The movie steals all the clichés of Asylum movies and throws in a few scenes where high school level acting is attempted. If you want a better Lovecraftian adaptation, check out the movie Dagon. If I could give it 0 stars I would. Oh. . .one more thing the special effects guy should study a bit more anatomy the gross scenes would be more scary and realistic.",,0.0
PAWS,"Susan 's husband said : `` Stanton stirred the puddings , Susan touched Susan , and then Elizabeth stirs up the world ! !","Susan 's husband said , `` Stanton stirred the puddings , Susan stirred up Susan , and then Elizabeth stirs up the world ! ''",1.0
TONE_POLARITY,"I am ordering another set, different color.Excellent from shipping, washing, sleeping like a dream",,1.0
TONE_POLARITY,"Sorry. This is OK as a textook for students of Civil War battles, but wouldn't interest most people. Not for me.",,0.0
TONE_POLARITY,"I am clearly an amatuer regarding such matters, but I have never for a second regretted purchasing this set and find the performances and the recordings to be flawless. The Choral Fantasy was an unexpected bonus. I was not familiar with it when I bought this set, but now it is one of my favorites.I can't imagine anyone not being pleased with these recordings.",,1.0
TONE_POLARITY,"I bought this potty for my son to start potty training him. I thought this would have been a good potty. Boy, did I think wrong. My son has only used it twice. The first time he used it, he went to the bathroom all over the floor. The second time he did just fine, but every little move he makes, the sheild always falls off, which was not only frustrating him, but me as well. I wouldn't even waste your money!!!!!",,0.0
TONE_FORMALITY,wonder how I'm gon na make it through!,,0.034782608695652195
PAWS,"Small mammals , including bats , are sometimes caught , but insects are only rarely eaten .","Sometimes , small mammals , including bats , are eaten , but insects are rarely caught .",0.0
TONE_FORMALITY,"Ross was identified by her uncle, Sam Che, who said their family emigrated to Southern California in the mid-1980s from Cambodia.",,0.5565217391304348
STS,Fire at South Korean bus terminal kills 5,S Korea bus station fire kills seven,0.6400000000000001
TONE_POLARITY,"I stayed up until 1:00 AM to finish it... it was so good, I couldn't wait to see what happened next! At first I thought it would be your typical ""chick"" type book... but it was not at all!!! At the risk of sounding cliche', I must say this book tells a wonderful and inspiring story of love, personal growth, and following your dreams. The NYC references were so fun to read, having lived in NYC myself. The story itself holds a great, positive message, and an interesting twist at the end. I REALLY HOPE to see this come out in a movie! I highly recommend this book!!!",,1.0
TONE_FORMALITY,"The iMac is equipped with a new SD card slot under the DVD drive, and back panel ports provide Gigabit Ethernet, Mini DisplayPort, Firewire 800, four USB 2.0 ports, and hybrid analog/optical digital audio input and output ports.",,0.31304347826086953
TONE_POLARITY,"We are very happy with our TRU446 phones by Uniden and wanted a third ""cheaper"" phone just to have around, so we went with Uniden again. The EXI44246C model has terrible range, static when even right next to the base. The volume does not seem to be loud enough - at maximum volume, it sounds more like low volume.I do like that the vm indicator is on the base instead of the handset, since we hardly ever replace our phones on the bases, and don't think to look for the handsets to see if there is a vm. This particular base is right by our door so we know right away if there is a vm.I only paid about $20 for this phone, but I'm going to try to return it because it doesn't even seem to be worth that much.",,0.0
STS,Ukraine signs EU trade pact as Russia finalizes Crimea annexation,"Ukraine's top court dismisses Crimea's independence as ""unconstitutional""",0.4
STS,A woman cuts up broccoli.,A woman is cutting broccoli.,1.0
PAWS,"Prior to the unification of Yemen in 1990 , the law set the minimum age of marriage at 16 in South Yemen and 15 in the north .","Before the unification of South Yemen in 1990 , the law determined the minimum age of marriage to 16 in Yemen and 15 in the north .",0.0
TONE_FORMALITY,10 years old is kind of scary to be still sleeping w / you.,,0.2434782608695652
STS,"Hispanics, the fastest growing ethnic group in the US, have overtaken blacks to become the largest minority in the US, according to newly released government figures.","Hispanics have officially overtaken African Americans as the largest minority group in the US, according to a report released by the US Census Bureau.",0.7000000000000001
PAWS,"The former actor James Whitmore , who performed with Conlan Carter and `` Combat ! '' in the television series '' The Law and Mr. Jones '' .","The former actor Conlan Carter , who appeared in the TV series '' The Law and Mr. Jones '' with James Whitmore and `` Combat ! ''",0.0
TONE_FORMALITY,"In neighboring Abatete residents, including Efobi Okeke, are not giving up on their homes and community.",,0.8
STS,Syrian forces shoot civilians on bus,"Syrian forces, rebels clash near Turkey",0.16000000000000003
PAWS,The languages of the Rai coast are a family of languages in Madang - continent of New Guinea .,The Madang languages are a family of languages in New Guinea - condition of the Rai - coast .,0.0
TONE_FORMALITY,There are masons that still specialize in brick & stone face.,,0.5217391304347826
TONE_POLARITY,fit the jack the i was using and performed very well with a heavy truck transmission with a transfer case attached. other than the chain that was to short for the job this tool did a great job on that big trans. made the job very easy after i added some extra chain. would recommend this adapter to anyone that has the knowledge to do the work,,1.0
STS,"Kadyrov was not injured, but four of his bodyguards were among those killed.",But Itar-Tass news agency said four of his bodyguards were among those killed by the bomb.,0.6000000000000001
TONE_POLARITY,This is the worst and most expensive DVD player I've bought. I wanted the DVD recorder. Shortly after the warranty period ended the problems began. The DVD door sticks. The remote works sporadically. The record timer shuts off early. And just to add insult to injury the DVD locks up now. No more Go Video machines for me!,,0.0
