task_type,input_text,aux_text,label
TONE_FORMALITY,"Kissimmee, Florida",,-0.25
TONE_FORMALITY,"Labour MP Gisela Stuart, a member of the House of Commons select committee on foreign affairs, said: ""The fact that the Tories' major donor and major influence behind the party's election campaign, who has such untransparent financial affairs, is now influencing Tory foreign policy is extremely worrying, particularly in the light of David Cameron's avowed commitment to openness.""",,1.6
TONE_FORMALITY,You can read www.buddhanet.com for more info.,,-1.0
TONE_FORMALITY,"""They were just stronger. They had more people.""",,0.0
TONE_FORMALITY,He wrote down (at least some of) what they said.,,-0.2
TONE_FORMALITY,"Any episodes above 75, it's boring!",,-1.4
TONE_FORMALITY,haha not a pleasnt sight.,,-1.4
TONE_FORMALITY,how there weren't computers back in the ice age now were there sid,,-2.6
TONE_FORMALITY,I think that would be a beautiful sight!,,-0.8
TONE_FORMALITY,"Masturbation is, after all, a normal behavior for most children.",,1.6
TONE_FORMALITY,It also takes time to teach balance and collection as well as bend.,,1.2
TONE_FORMALITY,"Further, despite suggestions that the cost for this program could be phased in over a period of years, it is highly unlikely that a state having determined that KI is necessary, will want to wait for one or more years to obtain their KI supplies.",,2.2
TONE_FORMALITY,Nick B: I think you are really onto something here!,,-0.4
TONE_FORMALITY,The search gained momentum earlier this year with the help of newly elected U.S. Rep. Pete Olson.,,0.8
TONE_FORMALITY,"In claiming that Mary was a virgin, one comes upon some difficulties.",,2.2
TONE_FORMALITY,"Mr. Eryani, the water minister, takes the long view.",,0.0
TONE_FORMALITY,I haven't met you.......,,-1.4
TONE_FORMALITY,Clinton's main aim during her one-day visit to Israel was to resuscitate the Obama administration's flagging Mideast peace push by persuading the two sides to return to talks.,,2.2
TONE_FORMALITY,if we could harness the power of antimatter it would be huge.,,-0.6
TONE_FORMALITY,The House negotiators accepted the Senate's tobacco amendment without strings.,,1.6
TONE_FORMALITY,1. Is Levi Johnston screwing with all of us?,,-3.0
TONE_FORMALITY,"His spokesman took more than 24 hours to reply, despite repeated requests by telephone and email.",,1.4
TONE_FORMALITY,"Though the immense scale of the investment was clear during the President's announcement, the flood of reports from news outlets across the country has been overwhelming.",,1.4
TONE_FORMALITY,"The transfer leaves 215 detainees at the detention camp that President Barack Obama has pledged to close by January 22, although political and legal hurdles are making it difficult for his administration to meet that goal.",,0.0
TONE_FORMALITY,The DME providers are fighting the competitive bid in court.,,2.2
TONE_FORMALITY,CIT spokesman Curt Ritter declined to comment yesterday.,,1.2
TONE_FORMALITY,"""I pay no attention"" to race, said Buckner, an African-American.",,1.0
TONE_FORMALITY,"NASA: Pure, welcome information overload for space geeks, in an app.",,-0.4
TONE_FORMALITY,"I have asked every expert in Miami, and nobody knows.",,0.6
TONE_FORMALITY,PIck up left foot.,,-1.6
TONE_FORMALITY,"But it's still, in an objective sense, quite important and senior Pentagon figures are not mistaken to treat it as such.",,0.2
TONE_FORMALITY,"Comptroller Dan Hynes, Quinn's opponent in the Feb. 2 Democratic primary for governor, said Adams' appointment showed Quinn does not understand the depth of the state's budget problems.",,0.6
TONE_FORMALITY,"In September, the Collegium headed by the CJI had recommended Justice Dinakaran for elevation to the SC.",,0.4
TONE_FORMALITY,"Kay Bloom, 78, of Alameda, said she didn't see any oil when she walked on the beach that morning, but she is still upset that a spill could occur less than two years after the Cosco Busan incident.",,2.0
TONE_FORMALITY,"No, just delusional.",,-0.8
TONE_FORMALITY,"Next year, I will be.......",,-1.8
TONE_FORMALITY,they put 5 banners on all of your pages.,,-1.6
TONE_FORMALITY,Facsimile junger@grayharris.com www.grayharris.com,,-0.75
TONE_FORMALITY,Mentoring you was a great pleasure.,,2.25
TONE_FORMALITY,It was perfect weather as I flew over it this evening.,,-1.5
TONE_FORMALITY,Don't conservative women feel oppressed?,,-2.0
TONE_FORMALITY,"If these crystals get too big they irritate and tear, allowing for infections.",,1.6
TONE_FORMALITY,You might be going out and giving out to immature guys.,,-1.0
TONE_FORMALITY,Israel withdrew from Gaza in 2005.,,1.2
TONE_FORMALITY,"""Every day, I wake up and think, am I going to hear her voice today,"" Hebert said.",,0.0
TONE_FORMALITY,"However, in bringing back the virtues of old- fashioned capitalism we also brought back some of its vices, most notably a vulnerability both to instability and to sustained economic slumps. """,,2.2
TONE_FORMALITY,"Good evening Governor, Excellent work in the appointment of six new governing Board members (No reappointments took courage!).",,0.6
TONE_FORMALITY,Good post though.,,-1.6
TONE_FORMALITY,"When MacArthur arrived at the dock with his family and key commanders, he found waiting for him a trio of tiny, dilapidated motor torpedo boats crewed by dirty, emaciated men with long, unkempt beards and wild eyes.",,0.6
TONE_FORMALITY,Same old stuff.,,-2.4
TONE_FORMALITY,"Around The Way Girl, LL Cool J 65.",,-2.4
TONE_FORMALITY,The first Clerks was in black and white.,,1.2
TONE_FORMALITY,"But that's to be expected during El Nio, a warming of the tropical Pacific Ocean that tends to dampen tropical activity on this side of the world.",,0.6
TONE_FORMALITY,She called Lozano's parents and was told he was on his way.,,0.0
TONE_FORMALITY,and spend little to no time actually doing research.,,-1.8
TONE_FORMALITY,i'm not sure why though.,,-2.0
TONE_FORMALITY,Chicken bones won't go down the drain.,,-0.4
TONE_FORMALITY,Please check the emergency management web - site frequently for the latest updates - http://www.floridadisaster.org.,,1.66666666667
TONE_FORMALITY,"I am currently involved in a pending suite that should settle for $250,000 to $500,000.",,1.75
TONE_FORMALITY,"""It's really very difficult to tell,"" Miller said.",,-1.0
TONE_FORMALITY,The Respiratory System is involved with Breathing.,,2.0
TONE_FORMALITY,Bake covered in oven when almost cooked add sauce and remove foil.,,0.0
TONE_FORMALITY,There are certainly more pricey Canon,,-0.4
TONE_FORMALITY,"If the State saves Cypress Gardens, you will not only be saving the Gardens, but you will also be giving thousands of people in that county renewed hope in man kind.",,0.333333333333
TONE_FORMALITY,"""I think the virtue of making a really good game with a story that really satisfies people, is that it's not something people are going to put down and never pick back up,"" Minkoff said.",,2.0
TONE_FORMALITY,"Kikyo and Inuyasha, Into the Miasma 33.",,-0.333333333333
TONE_FORMALITY,"Executive Sponsors:$1,500.00 Logo recognition with Executive Women's Council as event sponsor.",,1.0
TONE_FORMALITY,"Means ""dark - skinned, swarthy""",,-0.4
TONE_FORMALITY,I lost 22 pounds and this helped everyday with my sweet cravings!,,0.25
TONE_FORMALITY,Premier Wen Jiabao's $586 billion stimulus plan and unprecedented growth in new loans are sustaining China's rebound amid signs that exports may start to recover as the global slump eases.,,2.0
TONE_FORMALITY,The CJI enlarged his initial discreet inquiry when many charges were made against Justice Dinakaran but he bluntly denied the Collector's report on land grabbing.,,1.6
TONE_FORMALITY,I am representing a local low income Orlando school that wants to take some kids on a field trip to Tallahassee.,,0.25
TONE_FORMALITY,We have thoroughly researched the legal authority of the BCB as well as the legislative intent behind their formation.,,2.0
TONE_FORMALITY,"Relax, trust them to put you in a good place.",,-2.0
TONE_FORMALITY,My son at the moment knows that bad attention is the best.,,0.0
TONE_FORMALITY,There is a wide range of what is considered normal.,,1.2
TONE_FORMALITY,Go read the whole thing:,,-1.0
TONE_FORMALITY,"Disingenuous or not, the idea that solar takes up too much land is widespread.",,1.4
TONE_FORMALITY,"In neighboring Abatete residents, including Efobi Okeke, are not giving up on their homes and community.",,1.6
TONE_FORMALITY,These decks will contain what will be banned or restricted.,,1.8
TONE_FORMALITY,Why don't you get a life?,,-3.0
TONE_FORMALITY,"The ""blasphemous act of challenging the mighty pen of the Goswami"" however has led to holy fury in Ayodhya.",,0.4
TONE_FORMALITY,Coke Pizza Snickers Black Jeans Shoes Cold,,-3.0
TONE_FORMALITY,"Over the next few days, don't be surprised if the ""public option"" is dropped or amended to buy off Blue Dog Democrats and perhaps even some Republicans.",,0.0
TONE_FORMALITY,Will she pay a price for this?,,-1.2
TONE_FORMALITY,Or does the company have other plans?,,0.0
TONE_FORMALITY,"everything they tried, worked out",,-1.6
TONE_FORMALITY,The three attackers also died.,,0.4
TONE_FORMALITY,cute little dog sweater for winter = $20.,,-0.6
TONE_FORMALITY,"all quite easy places to live in, and fun:)",,-2.0
TONE_FORMALITY,I hope they didn't kill him off!!!,,-3.0
TONE_FORMALITY,Sorry that happened.,,-1.2
TONE_FORMALITY,This is better than the Florida lottery.,,-1.6
TONE_FORMALITY,"Mostly, just enjoy the site, ask and answer questions.",,-1.2
TONE_FORMALITY,No GT Road by Ram.,,-1.5
TONE_FORMALITY,I hope you find this list of highly qualified individuals helpful.,,1.75
TONE_FORMALITY,The Cabinet Committee on Security had already approved the government's new plan to counter Maoists under which the affected states will have an effective coordination and the police will take a lead role.,,1.0
TONE_FORMALITY,Which is why I was interested in Uncharted 2 as an example of developing for trophy support.,,-1.2
TONE_FORMALITY,"""They are not looking much at Dr. Abdullah, because if he ultimately boycotts but there's a high turnout, then the election will have credibility,"" he said.",,-0.8
TONE_FORMALITY,"Since ADMINISTRATIUM has no electrons, it is inert.",,-0.75
TONE_FORMALITY,"China's keystone space scientist Qian Xuesen, widely acclaimed as the country's ""father of space technology"" and ""king of rocketry"", died of illness here Saturday morning at the age of 98.",,1.2
TONE_FORMALITY,Just accept the gift and walk through.,,-2.0
TONE_FORMALITY,"This was their way of feigning observation of Obama's pledge not to ""add a dime.""  But even the liberal Washington Post editorialized against this sleight-of-hand in a piece entitled ""2.47 trillion dimes,"" and the proposal went down in flames, with all forty Republicans, twelve Democrats and one Independent voting against it on October 21.",,1.6
TONE_FORMALITY,Morning has broken.,,0.0
TONE_FORMALITY,"The coup was both a throwback to the region's dark past of civil war and military takeover and emblematic of a struggle underway today in Central and South America, where several leftist leaders with authoritarian tendencies have risen to power through elections and tested the bounds of democracy.",,-0.8
TONE_FORMALITY,Please turn the protection back on when you have finished cleaning your system.,,1.6
TONE_FORMALITY,"She is author of the book, Be Careful Who You Love - Inside the Michael Jackson Case.",,1.4
TONE_FORMALITY,"Wow, how confusing.",,-2.25
TONE_FORMALITY,Get yourself a lawyer.,,-1.8
TONE_FORMALITY,Kitty will be pissed off - but no more fleas or eggs!!!,,-2.0
TONE_FORMALITY,A recent geological study of the environmental degradation in Anambra reported it will cost about $2 billion to address the gully erosion problem in the area.,,2.0
TONE_FORMALITY,I still would like to see Tim appointed to that post.,,0.2
TONE_FORMALITY,its not to new tho...,,-2.6
TONE_FORMALITY,"I wouldn't say taboo, but its not really proper.",,-0.4
TONE_FORMALITY,"A person must be certified in the terminal stage of life, dead of NATURAL causes within 6 months.",,0.6
TONE_FORMALITY,"Is that enough, or do you need more?",,0.8
TONE_FORMALITY,m'm allergic to cinnamon: (,,-2.0
TONE_FORMALITY,"Still, Caltrans officials warned that the necessary stress tests could lead to more construction work to make sure the repair can withstand high winds and vibrations - the conditions engineers blame for breaking the original fix.",,0.8
TONE_FORMALITY,"""It is a collapse with social, economic and environmental aspects,"" said Abdul Rahman al-Eryani, Yemen's minister of water and environment.",,2.0
TONE_FORMALITY,How can u tell the leaves not 2 fall when wind exist?,,-2.6
TONE_FORMALITY,We could go on and on.,,-1.0
TONE_FORMALITY,"It has emerged that, in two separate judgments, the London Court of International Arbitration has ruled that the Belizean government must now pay the two companies $41m - almost 25m - to meet its obligations under the agreement signed by its predecessor.",,1.8
TONE_FORMALITY,The trio advocates citywide recycling and an independent civilian review board to examine police abuses.,,1.4
TONE_FORMALITY,"No, I would love a hug from you!",,-1.0
TONE_FORMALITY,just to complement: bahia has 220v too.,,-1.6
TONE_FORMALITY,i like most of the bands you like.,,-1.6
TONE_FORMALITY,I just had an 8th grader complain to me she can't get her individual FCAT results.,,-1.5
TONE_FORMALITY,Gift funds or bond programs for down payment and closing cost assistance are allowed.,,2.0
TONE_FORMALITY,Just look around the world today.,,-1.25
TONE_FORMALITY,"If you've been tracking this pecs-pumping, pyrotechnics-palooza with us, then you're already hip to the summer 2010 film's hulking, Who's Who he-man cast (Jason Statham, Jet Li, Mickey Rourke, Dolph Lundgren, Eric Roberts, Randy Couture, Steve Austin, etc.).",,-1.2
TONE_FORMALITY,"In Britain, vaccination is likely to focus initially on children aged 10 to 18.",,1.8
TONE_FORMALITY,try airing out yr matress more often or cleaning it in some way.,,-2.6
TONE_FORMALITY,It grows into a heavily branched dense plant.,,1.8
TONE_FORMALITY,Since your credit is so new it may not look good yet.,,-0.6
TONE_FORMALITY,Elders in the coastal area said the pirates might have been worried that they were vulnerable to attack if they continued to keep the Chandlers aboard the hijacked freighter bobbing off Xarardheere.,,1.6
TONE_FORMALITY,"It doesn't take much to trace the cause, they say.",,-0.4
TONE_FORMALITY,Large breeds of dogs tend to get parvo more often than smaller dogs.,,1.4
TONE_FORMALITY,"As I have read and interpreted it, I just don't see it.",,-1.0
TONE_FORMALITY,You can not just simply start talking.,,-0.2
TONE_FORMALITY,"Nealey, who claimed 46 percent of the vote against Bill Grant in the 2008 general election, says he's willing and able to work with Democrats if elected.",,0.8
TONE_FORMALITY,"Yes, but only from the state you were employed in.",,1.8
TONE_FORMALITY,"This 'good bank', which will offer savings and mortgages, will also have branches on the High Street and will be sold to private owners as soon as possible.",,-0.2
TONE_FORMALITY,Cats usually just need time to adjust to each other.,,0.2
TONE_FORMALITY,That's a clear signal that this is not about health care.,,-0.4
TONE_FORMALITY,"Oh, yes....I forgot to write in my email....I rescinded my resignation!",,-1.6
TONE_FORMALITY,Among the three most closely watched off-season elections - including an open governor's race in Virginia that the Democrats apparently are poised to lose despite the efforts of President Barack Obama there - none is more peculiar than the contest in New York State's remote and farflung 23rd Congressional District.,,1.2
TONE_FORMALITY,"Secondly, why are you trying to turn spirituality into a racial controversy?",,1.0
TONE_FORMALITY,Blank essays or those which are considered off - topic are given a score of zero.,,1.8
TONE_FORMALITY,Crist was to be evaluated on Monday.,,0.8
TONE_FORMALITY,The man would do anything for head.,,-2.0
TONE_FORMALITY,"""They're going to Baxdo,"" he said.",,-2.0
TONE_FORMALITY,just bring your wifi ready laptop there and surf all you want.,,-1.6
TONE_FORMALITY,Why should i do my makeup?,,-1.4
TONE_FORMALITY,I'm going to have to go with American!,,-1.6
TONE_FORMALITY,teenage mutant hero turtles and chip and dale rescue rangers.,,-2.0
TONE_FORMALITY,"Just think of all those wasted NRCC/RNC dollars spent on the ACORN-Friendly, Big Labor-Backing, Tax-and-Spend, Margaret Sanger Award-Winning Radical in GOP Clothing.",,0.0
TONE_FORMALITY,It frustrates me because I care so much about this issue!,,-0.5
TONE_FORMALITY,The other person will appreciate your interest - especially in a large crowd.,,0.4
TONE_FORMALITY,Aww that's sweet.,,-2.0
TONE_FORMALITY,"So, more details please.",,-0.8
TONE_FORMALITY,"Yahoo still has a lot of creative, skilled people responsible for properties to which many users remain loyal.",,1.4
TONE_FORMALITY,"The two IPA tanks shown on the left and the three LOX tanks shown on the right are 35,000 gallons each.",,0.2
TONE_FORMALITY,fee is 30% but we were ask to sign an agreement at 40% plus costs.,,-0.6
TONE_FORMALITY,"He added: ""One has to ask the question: who would wish to chair the council at this point, given the quite blatant political interference it has to deal with?""",,1.2
TONE_FORMALITY,You guys could do this every goddamn day!,,-2.0
TONE_FORMALITY,And globally the ACE Index this past spring and summer were lower than at any point during the last 30 years.,,1.4
TONE_FORMALITY,These can be traded for a compact or full sized (with numeric keypad) USB keyboard and/or a standard USB Apple Mouse (the same model that was formerly referred to as Mighty Mouse).,,-0.8
TONE_FORMALITY,There is nothing I can say other then I wish you the best!,,0.0
TONE_FORMALITY,"Penelope Cruz, she's more exotic looking.",,-0.6
TONE_FORMALITY,It was 6 p.m. on a Friday in April 1995 when Deana Hebert's ex-husband took their 18-month-old daughter for a weekend visit.,,0.6
TONE_FORMALITY,Ashcroft is facing a mounting backlash in his adopted home of Belize.,,1.8
TONE_FORMALITY,"Keep your readers aware and if possible, keep directing them to Doug's website to contribute.",,0.2
TONE_FORMALITY,"That announcement surprised international monitors, who recommended that the government open only 5,800 voting centers.",,1.0
TONE_FORMALITY,"Since Peek started the debt swap Oct. 1, the company's notes due Nov. 3 dropped 12 cents to 68 cents on the dollar, according to Trace, the bond-price reporting system of the Financial Industry Regulatory Authority.",,2.0
TONE_FORMALITY,"In Washington, the Treasury Department asked the Office of Foreign Assets Control to investigate how Al-Shabab is financed.",,1.4
TONE_FORMALITY,that is because u are not excited by ur wife.,,-2.2
TONE_FORMALITY,We gave him extra candy and Meade took off the mask and acted especially friendly.,,0.0
TONE_FORMALITY,then i could too!,,-3.0
TONE_FORMALITY,"Total U.S. deposits of non-residents rose from about $1 trillion in 2001 to $2.6 trillion in 2007, according to the study.",,1.0
TONE_FORMALITY,Also run HijackThis and submit a log to one of the major antispyware communities,,0.0
TONE_FORMALITY,"Solids r 3 kinds, 1.",,-3.0
TONE_FORMALITY,The value of continuing to give people some tax - supported benefits even = if they are working comes in the ripple effect.,,1.66666666667
TONE_FORMALITY,Pretty darn funny if you ask me.,,-2.6
TONE_FORMALITY,"What we are sharing on the CIVIC PREP list are the final steps ""inserting the KEY STONE"" of pulling together a all the little ""puzzle"" pieces of a massive 3+ year long world wide - community linkeage/connection effort to BRIDGE the GAP with the other side--Government and BIG Business, etc.",,0.6
TONE_FORMALITY,Pena and Suzie were both killed.,,0.2
TONE_FORMALITY,"""So the one million dollar deal automatically became a 10 million dollar deal,"" Jones explained to me.",,0.4
TONE_FORMALITY,"If the tabulation is thought to be in error, the voter could retrieve their paper ballot and prove the need for a manual recount (Note: I doubt this would happen in our lifetimes),",,1.0
TONE_FORMALITY,Democrats meantime faced the prospects of frustrated voters in the Feb. 2 primary.,,1.6
TONE_FORMALITY,The pen is mightier than the sword...,,-1.2
TONE_FORMALITY,"All told, the ""bold buckaroo with the cold green eyes"" had served his country faithfully for some fifty-five years.",,1.0
TONE_FORMALITY,"Do what I do, have them tinted.",,-1.8
TONE_FORMALITY,"The House bill would also let Massachusetts run its Connector independently rather than force it to join a new national exchange, aides said.",,0.4
TONE_FORMALITY,All medication and cures are waste of time and money!!,,-1.2
TONE_FORMALITY,to make them part of it all.,,-1.25
TONE_FORMALITY,"But traditional agriculture began to fall apart in the 1960s after Yemen was flooded with cheap foreign grain, which put many farmers out of business.",,-0.4
TONE_FORMALITY,"But historians say it is important to establish the truth about the Communist era, and the work of the puzzlers has unmasked prominent figures in the former East Germany as Stasi agents.",,1.6
TONE_FORMALITY,Bottom line... a lot of people are getting away with committing crimes.,,-0.6
TONE_FORMALITY,that's what i did and i am happier now.,,-1.6
TONE_FORMALITY,"The White House said on Friday the stimulus had directly saved or created more than 640,000 jobs so far, based on data about who had received loans or grants through the American Recovery and Reinvestment Act.",,1.4
TONE_FORMALITY,constently... I work at a Radio Station.,,-2.75
TONE_FORMALITY,"Our goal is STOP this tragic homeless pet euthanasia rate in Florida, not to just throw money at the problem, by sending money to government animal control agencies in a cycle of ineffectiveness.",,1.6
TONE_FORMALITY,You don't want your relative trying to change the Registered Keeper.,,0.4
TONE_FORMALITY,"Asked about his letter to the law ministry, the CJI said that ""If anyone has done any thing that would amount to misconduct, we do not want him as a Judge of the Supreme Court.""",,1.8
TONE_FORMALITY,whereIstand.com crowdsources its opinion database -,,0.4
TONE_FORMALITY,Make sure your amp is stable at 2 ohms.,,1.2
TONE_FORMALITY,Campaign spokesman Matt Burns says the State Assemblywoman thinks dropping out of the 23rd Congressional District race is in the best interests of the party.,,1.4
TONE_FORMALITY,"On Friday, Mr. Yushchenko criticized Ms. Tymoshenko, saying he had ordered an inquiry into why the country was not, in his opinion, prepared.",,0.6
TONE_FORMALITY,"We'd add Timothy Ryan of the Securities Industry and Financial Markets Association, but there are multiple entries with that name.",,-1.0
TONE_FORMALITY,"The latest Field Poll showed Newsom losing to Brown by 20 points, and a poll in San Francisco showed Newsom losing to Brown in his own hometown.",,-0.2
TONE_FORMALITY,every country in the world has beautiful women,,-1.0
TONE_FORMALITY,"We don't expect the SEC to tackle this issue anytime soon, though it probably should if it's really serious about educating ordinary investors.",,-1.8
TONE_FORMALITY,Check it out.,,-2.4
TONE_FORMALITY,"In an interview with the Washington News Observer, Rep. Michele Bachmann (R-MN) revealed that, next week in Washington, D.C., the right wing is trying to galvanize yet another mass protest rally against health reform.",,2.4
TONE_FORMALITY,"This makes the ""teach to the test"" argument less relevant.",,1.0
TONE_FORMALITY,"In August of 1976, before the story was published, Russell gave related a few other tales of disease and some of the genesis of this ghostly narrative and read it in its entirety at The ISI (The Intercollegiate Studies Institute) Midwestern Summer School at Hillsdale College.",,2.2
TONE_FORMALITY,is it promiscuos?,,-1.6
TONE_FORMALITY,I usually add the favicon in two formats to accommodate all the different browsers.,,1.4
TONE_FORMALITY,Can you grab me a bottle of Arizona Iced tea & an Xbox 360?,,-2.0
TONE_FORMALITY,They act against God's Plans.,,1.0
TONE_FORMALITY,"In the 28 years that he has lead Egypt, the president has never appointed a deputy and is yet to say whether he plans to run for another six-year term in 2011, when he will be 83.",,0.8
TONE_FORMALITY,"He has assisted me with legal matters that were of great significance to you personally, and I believe that he has one of the best legal minds in this part of the state.",,1.8
TONE_FORMALITY,It worries and upsets me that this bill has been passed.,,-0.8
TONE_FORMALITY,"Governor Bush, you have just signed a bill permitting tax dollars to be used to send students from ""failing"" schools to the school of their choice, including religious schools.",,1.8
TONE_FORMALITY,Women invited for screening by the National Health Service will be told that some of the cancers detected will be dormant and may never spread to other tissue.,,0.6
TONE_FORMALITY,You are not wasting your teacher's time.,,0.0
TONE_FORMALITY,"""One [issue] is, are we allowed to exceed federal minimums; how much flexibility will we get?"" said Anya Rader Wallack, the interim president of the Blue Cross Foundation and a Medicaid specialist.",,0.2
TONE_FORMALITY,"""For Only You""- Trisha Yearwood 13.",,-1.75
TONE_FORMALITY,That was a lie.,,-1.4
TONE_FORMALITY,I have been working with a young man who attempted suicide twice in the last month.,,1.2
TONE_FORMALITY,"While CIT said it's still counting the more than 150,000 ballots, bond and credit-default swap prices show that investors are betting the lender will file for court protection.",,1.0
TONE_FORMALITY,"They'd never seen Daddy in his full-superstar persona, performing live in front of huge stadiums full of fans.",,-0.2
TONE_FORMALITY,"A few weeks earlier, one of Lozano's family members mockingly held up an official-looking document in Spanish, Hebert said.",,1.6
TONE_FORMALITY,"Meanwhile, news agency Reuters described him as a ""potential compromise candidate after winning praise from EU diplomats for Sweden's presidency of the EU.""",,0.8
TONE_FORMALITY,I like Haley Nicole.,,-1.4
TONE_FORMALITY,"By my standards cheating is getting involved, touching, anything of that nature.",,1.2
TONE_FORMALITY,But her song and dance is starting to wear thin.,,-0.6
TONE_FORMALITY,"'The vast majority of Mr Blair's time is taken up by his unpaid activities, principally his role as Quartet Representative [for the United Nations, European Union, Russia and United States] in the Middle East, advocating on issues such as climate change and Africa and with the work of his faith and sports foundations.'",,0.4
TONE_FORMALITY,"In RNA the 4 bases are Adenine, Cytosine, Guanine and Uracil.",,0.8
TONE_FORMALITY,Due to fuel costs increase.,,1.2
TONE_FORMALITY,You just need to look for these ports.,,-0.6
TONE_FORMALITY,She seems to have all the credentials the Republican Party is looking for: female reproductive organs.,,-0.6
TONE_FORMALITY,We can do a conference call anytime.,,-0.25
TONE_FORMALITY,hips don't lie -- shakira,,-2.75
TONE_FORMALITY,"""They are not letting them celebrate.""",,-0.2
TONE_FORMALITY,"This is bat country!""",,-1.6
TONE_FORMALITY,Wasabi peas or an interesting snack item for the family.,,-0.8
TONE_FORMALITY,He was not asking the Governor to meet with us just to meet with us - but to let us discuss ways to diffuse public tension that he sees every day over the manatee debacle.,,1.0
TONE_FORMALITY,"With all rallies canceled, the antiflu measures were expected to have an immediate impact on the campaign for Ukraine's presidency.",,1.8
TONE_FORMALITY,"""It's his responsibility,"" he said.",,0.0
TONE_FORMALITY,Centrioles: Help to organise the pairs of duplicate chromosomes before cell division.,,1.4
TONE_FORMALITY,That's why it's important to compare solar's land requirements with other American practices.,,-0.6
TONE_FORMALITY,i'll remind u,,-2.0
TONE_FORMALITY,Is it at all possible to do something about the onerous HB 141 at this late date?,,0.8
TONE_FORMALITY,"Realism is when the painting is realistic, almost like a photo.",,0.6
TONE_FORMALITY,"So why not ""stop Europe being treated a party political football"", and just leave the whole issue to me?",,-0.8
TONE_FORMALITY,"The survey of laws, practices and size of inflows in 60 jurisdictions found Delaware coming in first, followed by Luxembourg and then Switzerland.",,1.0
TONE_FORMALITY,Mr. Governer how could stranger come to a,,0.2
TONE_FORMALITY,Blame Jon Gosselin.,,-1.8
TONE_FORMALITY,"CameraBag, for being two whole dollars more than Photoshop. (Sorry!)",,-1.6
TONE_FORMALITY,We give kudos to the State Park planners for their efforts on behalf of all of us AND the River.,,-0.4
TONE_FORMALITY,"any antihistamine at the drug store should help, you might start with benadryl",,0.4
TONE_FORMALITY,water fasting isn't good.,,-1.8
TONE_FORMALITY,"Policy makers need to ""manage inflation expectations,"" curb excess capacity and encourage sustainable lending growth, the central bank said in its report on the third-quarter economy.",,1.0
TONE_FORMALITY,JK Rowling hands down.,,-1.6
TONE_FORMALITY,Great fun for genre fans.,,-1.2
TONE_FORMALITY,"""When the situation was dangerous, people from other neighborhoods were unable to come here, and we couldn't go there,"" he said.",,-0.8
TONE_FORMALITY,"However, it's still possible.",,-0.4
TONE_FORMALITY,"A suspect in a massive double bomb attack in Baghdad grabbed a guard's weapon and shot an investigator, before being shot himself, the Interior Ministry said Saturday.",,1.2
TONE_FORMALITY,"Nope, you have to fix your excessive moisture problem.",,0.4
TONE_FORMALITY,But Palestinian President Mahmoud Abbas is sticking to his refusal to resume negotiations until Israel stops building settlements.,,1.4
TONE_FORMALITY,Congressman Shaw has received assurances that Congressman Young will appropriate $2 million to help fund the effort next year.,,2.2
TONE_FORMALITY,"""Those in government who care about independent scientific advice - and there are many - now need to use this crisis as an opportunity to clarify the situation and provide assurances to scientists who are willing to share their expertise on contentious issues that they are free to speak their minds.""",,1.6
TONE_FORMALITY,"-LCB- The Original Buddha, Shakyamuni, is not portrayed in this way -RCB-",,0.6
TONE_FORMALITY,It's brilliant.,,-0.6
TONE_FORMALITY,Starting a small business takes a lot of courage.,,0.6
TONE_FORMALITY,"To answer each response, would require reading each one.",,0.4
TONE_FORMALITY,"""We believe, the U.S. government believes, that the Guineans now have the right, and really merit the opportunity, to have a democratic election,"" said Fitzgerald.",,0.8
TONE_FORMALITY,You can do it.,,0.0
TONE_FORMALITY,"""Otherwise, it's an urban agenda, or a very progressive agenda.""",,-0.8
TONE_FORMALITY,Increasing water table in your area?,,0.2
TONE_FORMALITY,But I had a lot of fun doing health education in an inner - city school.,,-0.4
TONE_FORMALITY,God Bless and Good luck,,0.2
TONE_FORMALITY,Court day they get 90 - 180 days to vacate.,,-0.4
TONE_FORMALITY,"CIT's agreement to ""give control to the noteholders"" and an accelerated process for appointing directors ""significantly improve corporate governance and cash flow protections, and are positive for the company and all noteholders,"" Icahn said in a statement yesterday, explaining why he changed his vote in favor of the prepackaged bankruptcy.",,1.4
TONE_FORMALITY,You gave them some hope.,,-1.2
TONE_FORMALITY,The Lucy Moten community decided to make the school's classrooms single - sex.,,1.0
TONE_FORMALITY,"Foreman studies her eyes, noticing yellow in the sclera.",,1.2
TONE_FORMALITY,It's in the same classification as Gourami.,,0.4
TONE_FORMALITY,major mistake 3: finding the elephant garlic is NOT irrelevant.,,-2.0
TONE_FORMALITY,It feels more refined than the first version of Android on T-Mobile's G1 and it's certainly better than the muddled interface on Motorola's Cliq.,,-0.2
TONE_FORMALITY,"The Board appointed another lawyer as Chair of the Audit committee and this proved to be a disaster in the past administration, when the prior lawyer Mr. Pettis was chair.",,1.6
TONE_FORMALITY,"Then, we actually scared a little boy.",,-1.4
TONE_FORMALITY,I play tennis with one occasionally.,,-1.4
TONE_FORMALITY,An index of employment dropped to 52.4 from 53.2.,,0.4
TONE_FORMALITY,The fans who would follow you to the end of the world and purchase whatever you came out with.,,-1.4
TONE_FORMALITY,I appreciate your support.,,1.25
TONE_FORMALITY,"The story was that it was just a ""weird coincidence.""",,-1.4
